"ID";"ENSEIGNE";"NUMERO ET LIBELLE DE VOIE";"COMPLEMENT";"CODE POSTAL";"COMMUNE"
14266;"Bar Tabac Du Parc";"1 rue p vaillant couturier";;"58000";"NEVERS"
14267;"Le Tourbillon";"100 faubourg du mouesse";;"58000";"NEVERS"
14268;"Le Gaspard";"15 rue p.emile gaspard";;"58000";"NEVERS"
14269;"La Maison Du Fumeur";"16 place carnot";;"58000";"NEVERS"
14270;"Au Pacha";"59 rue francois mitterrand";;"58000";"NEVERS"
14271;"Cafe De La Barre";"2 bis place chameane";;"58000";"NEVERS"
14272;"L'allumette";"3 rue du 13e de ligne";;"58000";"NEVERS"
14273;"Le Balto";"22 rue françois mitterrand";;"58000";"NEVERS"
14274;"Le Jean Bart";"11 pace de la résistance";;"58000";"NEVERS"
14275;"Relay France";"hall gare nevers";;"58000";"NEVERS"
14276;"Le Tonkin";"2 rue francis garnier";;"58000";"NEVERS"
14277;"Le Dagobert";"17 rue faidherbe";;"58000";"NEVERS"
14278;"Le Chiquito";"37 rue du treizieme de ligne";;"58000";"NEVERS"
14279;"Brasserie De L'eglise";"place de l'église";"Brasserie De L'eglise";"58230";"OUROUX-EN-MORVAN"
14280;"La P'tite Millette";"le bourg";;"58230";"PLANCHEZ"
14281;"Tabac-alimentation-jeux";"50 avenue de paris";;"58320";"POUGUES-LES-EAUX"
14282;"La Maison De La Presse";"85 rue waldeck rousseau";;"58150";"POUILLY-SUR-LOIRE"
14283;"La Tabatiere";"88 grande rue";;"58700";"PREMERY"
14284;"Maison De La Presse";"47 grande rue";;"58310";"SAINT-AMAND-EN-PUISAYE"
14285;"Le Petit Vin Blanc";"le bourg";;"58140";"SAINT-ANDRE-EN-MORVAN"
14286;"Le Saint Eloi";"49 route de bourgogne";;"58000";"SAINT-ELOI"
14287;"Cafe Du Centre";"82 route nationale";;"58300";"SAINT-LEGER-DES-VIGNES"
14288;"Tabac Cadeaux Jouets";"22-24 rue de paris";;"58240";"SAINT-PIERRE-LE-MOUTIER"
14289;"Bar De La Poste";"16 avenue du gal de gaulle ";;"58240";"SAINT-PIERRE-LE-MOUTIER"
14290;"Le Bistroquet";"rue de la marchee";;"58330";"SAINT-SAULGE"
14291;"L'amiral";"114 route de lyon";;"58000";"SERMOISE-SUR-LOIRE"
14292;"Auberge De L'orme";"15 rue du bourbasson";;"58500";"SURGY"
14293;"Cafe De La Brosse";"le bourg";;"58640";"VARENNES-VAUZELLES"
14294;"Le Clos St Louis";"23 rue benoit frachon";;"58640";"VARENNES-VAUZELLES"
14295;"Cafe De La Poste";"5 faubourg de marcy";;"58210";"VARZY"
14296;"Les Terrasses";"lac des settons";"Rive Droite";"58230";"MONTSAUCHE-LES-SETTONS"
14297;"Chez Pierrot";"1 bd camille dagonneau";;"58640";"VARENNES-VAUZELLES"
14298;"Librairie Papeterie Du Banlay";"2bis rue blaise pascal";;"58000";"NEVERS"
14299;"Marzy Presse";"57 rue de marzy";;"58000";"NEVERS"
14300;"Tabac";"86 rue louis bodin";;"58640";"VARENNES-VAUZELLES"
14301;;"centre commercial des bords de loire";"9 Rue Bernard Palissy";"58000";"NEVERS"
14302;"Cafe De La Paix";"centre commercial st laurent ";;"58200";"COSNE-COURS-SUR-LOIRE"
14303;"Bar Des Courlis";"28 place des grands courlis - la baratte";;"58000";"NEVERS"
14304;"O Saint Andelain";"le bourg ";;"58150";"SAINT-ANDELAIN"
14305;"Tabac Presse";"3 rue du général de gaulle";"Espace Beauregard";"58660";"COULANGES-LES-NEVERS"
14306;"Chez Jean My";"12 route de bouhy";;"58200";"ALLIGNY-COSNE"
14307;"Chez Anne";"jean genet";;"58230";"ALLIGNY-EN-MORVAN"
14308;"Le Clementin";"rue de verdun";;"58640";"VARENNES-VAUZELLES"
14309;"Cafe-tabac De La Place";"le bourg";;"58110";"BAZOLLES"
14310;"Hôtel Du Lion D'or";"le bourg";"Hotel Du Lion D'or";"58310";"BOUHY"
14311;"La Brassycoise";"le bourg";;"58140";"BRASSY"
14312;"Bar De La Marine";"8 qu antoine lacharme";;"58340";"CERCY-LA-TOUR"
14313;"Hotel De La Poste";"le bourg";;"58800";"CERVON"
14314;"Comptoir Des Sports";"17 route de lyon";;"58000";"CHALLUY"
14315;"Epicerie Multiservice";"1 bis rue des fossés";;"58300";"CHAMPVERT"
14316;"Tabac Presse";"34 place de l'église";;"58240";"CHANTENAY-SAINT-IMBERT"
14317;"Cafe Du Boulevard";"2 place gudin";;"58120";"CHATEAU-CHINON(VILLE)"
14318;"La Halte Campagne";"3 place du colonnel roche";;"58350";"CHATEAUNEUF-VAL-DE-BARGIS"
14319;"Tabac Vival";"1 rue de la tuilerie";"Vival";"58400";"CHAULGNES"
14320;"Bar Des Moulins";"7 rue jean jaurès";;"58500";"CLAMECY"
14321;"Le Zinc";"15 grande rue";;"58800";"CORBIGNY"
14322;"L' Amiral";"45 bis grande rue";;"58460";"CORVOL-L'ORGUEILLEUX"
14323;"La Civette";"6 bd de la republique";;"58200";"COSNE-COURS-SUR-LOIRE"
14324;"Le Coulanges";"36 avenue du 8 mai 1945";;"58640";"COULANGES-LES-NEVERS"
14325;"Chez Kiki";"le bourg";;"58310";"DAMPIERRE-SOUS-BOUHY"
14326;"Snc Benjamin";"3 place de la république";;"58300";"DECIZE"
14327;"Cafe Tabac De La Mairie";"34 rue du general leclerc";;"58220";"DONZY"
14328;"Auberges Des Fontaines";"2 rue marie davy";;"58530";"DORNECY"
14329;"Tabac";"43 place de la mairie dornes";;"58390";"DORNES"
14330;"Multiple Rural";"le bourg";;"58230";"DUN-LES-PLACES"
14331;"Le Cheval Blanc";"10 place st cyr";;"58410";"ENTRAINS-SUR-NOHAIN"
14332;"Le Petit Jean";"71 rue du 4 septembre";;"58600";"FOURCHAMBAULT"
14333;"Le Tire-bouchon";"2 place pouyat 58250 fours";;"58250";"FOURS"
14334;"Le Carre D'as";"409 avenue de la republique";;"58600";"GARCHIZY"
14335;"Maison De La Presse";"23-25 grande rue";;"58130";"GUERIGNY"
14336;"Cafe Du Centre";"2 rue edouard vaillant";;"58160";"IMPHY"
14337;"Royal Club";"67 rue camille barrere";;"58400";"CHARITE-SUR-LOIRE"
14338;"Maison De La Presse";"41 avenue de la republique";;"58260";"MACHINE"
14339;"Maroquinerie";"16 rue victor hugo";"maroquinerie";"58170";"LUZY"
14340;"Le Magny";"10 rue du vieux magny";;"58470";"MAGNY-COURS"
14341;"L'odyssee";"4 place de l'église 58180 marzy";;"58180";"MARZY"
14342;"Au P'tit Blanc";"37 route d'antibes";;"58400";"MESVES-SUR-LOIRE"
14343;"Epicerie De Monceaux";"1 rue du commerce";;"58190";"MONCEAUX-LE-COMTE"
14344;"Hotel Du Morvan";"2 route de château chinon";"Hotel Du Morvan";"58290";"MOULINS-ENGILBERT"
14345;"Le Commerce";"1 place de la paix";;"58450";"NEUVY-SUR-LOIRE"
14346;"La Civette";"72 rue de nievre";;"58000";"NEVERS"
14347;"Tabac";"11 rue de nievre";;"58000";"NEVERS"
14348;"Au Rendez De La Jeunesse";"le bourg";;"58320";"PARIGNY-LES-VAUX"
14349;"L'auberge Du Vieux Pressoir";"le bourg";;"58200";"POUGNY"
14350;"Tabac";"5 place chapal";;"58320";"POUGUES-LES-EAUX"
14351;"Cafe Du Commerce";"65 rue waldeck rousseau";;"58150";"POUILLY-SUR-LOIRE"
14352;"Tabac Presse Des Amognes";"15 rue thiers";;"58270";"SAINT-BENIN-D'AZY"
14353;"Le Saint Ho";"34 avenue general d espeuilles";;"58360";"SAINT-HONORE-LES-BAINS"
14354;"Cafe Des Sports";"96/98 route nationale";;"58300";"SAINT-LEGER-DES-VIGNES"
14355;"Tabac";"le bourg";;"58140";"SAINT-MARTIN-DU-PUY"
14356;"Le Score";"12 route de donzy";;"58200";"SAINT-PERE"
14357;"Le Clos De La Bussiere";"place de l'église";;"58360";"SEMELAY"
14358;"Tabac";"le bourg";;"58150";"SUILLY-LA-TOUR"
14359;"Le Select";"10 place charles chaigneau";;"58190";"TANNAY"
14360;"Porte De Vezelay";"3 porte de vézelay";;"58210";"VARZY"
14361;"Epicerie ";"le bourg";;"58370";"VILLAPOURCON"
14362;"Tabac Presse";"1 rue de l' industrie";;"58440";"MYENNES"
14363;777;"33 route de decize";;"58300";"COSSAYE"
14364;"Le Saint Vincent";"40 rue general de gaulle";;"59251";"ALLENNES-LES-MARAIS"
14365;"L'avenir";"1 place de la republique";;"59650";"VILLENEUVE-D'ASCQ"
14366;"Le Totem";"3 grand place/place du gal de gaulle";;"59112";"ANNOEULLIN"
14367;"La Civette";"2 rue anatole france";;"59272";"DON"
14368;"Le Celtic";"48 rue nationale";;"59112";"ANNOEULLIN"
14369;"Cafe Des Voyageurs";"10 place de la gare";;"59184";"SAINGHIN-EN-WEPPES"
14370;"Le Flandria";"52 rue nationale";;"59152";"ANSTAING"
14371;"Le Sincero";"114 rue des deportes";;"59280";"ARMENTIERES"
14372;"Tabac";"14 rue robert schuman";;"59280";"ARMENTIERES"
14373;"Au Brin De Zinc";"1 rue des deportes";;"59280";"ARMENTIERES"
14374;"Tabac";"61 rue sadi carnot";;"59280";"ARMENTIERES"
14375;"Au Pacha";"7 rue de lille";;"59280";"ARMENTIERES"
14376;"Le Longchamp";"5-7 rue des resistants";;"59280";"ARMENTIERES"
14377;"Tabac De La Lys";"36 rue de dunkerque";;"59280";"ARMENTIERES"
14378;"Le Royal";"31 rue des martyrs";;"59493";"VILLENEUVE-D'ASCQ"
14379;"La Civette";"6 rue gaston baratte";;"59493";"VILLENEUVE-D'ASCQ"
14380;"La Taverne Du Cerf";"1 rue de l eglise";;"59551";"ATTICHES"
14381;"La Civette";"2 rue de seclin";;"59710";"AVELIN"
14382;"Le Django";"8 rue jean jaures";;"59221";"BAUVIN"
14383;"Au Lion De Bauvin";"16 rue jules guesde";;"59221";"BAUVIN"
14384;"Le Ligny";"2 rue de la gare";;"59134";"BEAUCAMPS-LIGNY"
14385;"L'imprevu";"5 rue nestor longue epee";;"59235";"BERSEE"
14386;"Le St Hubert";"1 rue du lt pourtales";;"59280";"BOIS-GRENIER"
14387;"Cafe De La Poste";"rue de la poste";;"59910";"BONDUES"
14388;"Le Saint Claude";"3 rue maurice molhant";;"59830";"BOURGHELLES"
14389;"Hennebois";"23 place du général de gaulle";;"59166";"BOUSBECQUE"
14390;"Cafe Des Sports";"24 rue nationale";;"59113";"CAMPHIN-EN-CAREMBAULT"
14391;"Au Relai Du Pevele";"20 rue de la gare";;"59242";"CAPPELLE-EN-PEVELE"
14392;"Tabac";"22 n";;"59152";"CHERENG"
14393;"Le Corona";"9 rue professeur perrin";;"59170";"CROIX"
14394;"Le Saint Pierre";"164 rue kleber";;"59170";"CROIX"
14395;"Le Flash";"57 rue jean wastyn";;"59290";"WASQUEHAL"
14396;"Le Flandre";"1 rue jean jaures";;"59170";"CROIX"
14397;"L'abreuvoir";"16 rue marechal foch";;"59890";"DEULEMONT"
14398;"Au Calice";"24 rue auguste potie";;"59320";"EMMERIN"
14399;"Tabac";"grand place";;"59710";"ENNEVELIN"
14400;"Le Republicain";"78 rue de la republique";;"59560";"COMINES"
14401;"Le Longchamp";"3 rue du bac";;"59193";"ERQUINGHEM-LYS"
14402;"Le Dauphin";"37 rue ferrer";;"59155";"FACHES-THUMESNIL"
14403;"Le Nordic";"6 rue henri barbusse";;"59155";"FACHES-THUMESNIL"
14404;"Le Blue Way";"58 rue du general leclerc";;"59650";"VILLENEUVE-D'ASCQ"
14405;"Snc Coursier";"151 rue jean jaures";;"59650";"VILLENEUVE-D'ASCQ"
14406;"Le Reinitas";"16 rue principale";;"59510";"FOREST-SUR-MARQUE"
14407;"Le Lion Noir";"863 rue faidherbe";;"59134";"FOURNES-EN-WEPPES"
14408;"Au Longchamp";"131 rue j b lebas";;"59273";"FRETIN"
14409;"Tabac";"30 place general de gaulle";;"59147";"GONDECOURT"
14410;"Al'gayole";"119 b rue du gal de gaulle";;"59320";"HALLENNES-LEZ-HAUBOURDIN"
14411;"Le Rallye";"27 rue gabriel peri";;"59250";"HALLUIN"
14412;"La Rotonde";"30 place charles fremaux";;"59320";"HAUBOURDIN"
14413;"Le Phoebus";"1 rue du marechal leclerc";;"59320";"HAUBOURDIN"
14414;"La Tabatiere";"110 rue vanderhagen";;"59320";"HAUBOURDIN"
14415;"Le Tom Tip";"96 rue gambetta";;"59320";"HAUBOURDIN"
14416;"Le Nemrod";"162 rue sadi carnot";;"59320";"HAUBOURDIN"
14417;"A La Barriere";"73 boulevard victor hugo";;"59260";"HELLEMMES-LILLE"
14418;"Cafe De La Poste";"55 rue chanzy";;"59260";"HELLEMMES-LILLE"
14419;"Le Twikenham";"3 rue du general leclerc";;"59510";"HEM"
14420;"Au Petit Lannoy";"404 rue jules guesde";;"59510";"HEM"
14421;"Au Bar Thesse";"1 rue d aubers";;"59134";"HERLIES"
14422;"Le Sam'play";"376 rue roger salengro";;"59263";"HOUPLIN-ANCOISNE"
14423;"Le Reinitas";"70 rue victor hugo";;"59116";"HOUPLINES"
14424;"Le Narval";"2 grand place";;"59480";"ILLIES"
14425;"Le Reinitas";"54 rue du general lecle";;"59480";"BASSEE"
14426;"Cafe De La Poste";"29 avenue jean b lebas";;"59480";"BASSEE"
14427;"Le Laser";"28 rue de lille";;"59480";"BASSEE"
14428;"Au Commerce";"94 rue marle";;"59930";"CHAPELLE-D'ARMENTIERES"
14429;"Tabac";"385 n";;"59930";"CHAPELLE-D'ARMENTIERES"
14430;"La Civette Magdalena";"80 rue jeanne maillotte";;"59110";"MADELEINE"
14431;"Le Lutecia";"97 rue roger salengro";;"59110";"MADELEINE"
14432;"Le Flash";"227 rue du general de gaulle";;"59110";"MADELEINE"
14433;"Le Longchamps";"68 rue du general de gaulle";;"59110";"MADELEINE"
14434;"Le Rallye";"112 b rue du president pompidou";;"59110";"MADELEINE"
14435;"Le Marigny";"140 rue du general de gaulle";;"59110";"MADELEINE"
14436;"Trois To";"104 avenue de la republique";;"59110";"MADELEINE"
14437;"Au Stop";"355 avenue de dunkerque";;"59160";"LOMME"
14438;"Le Beaulieu";"149 rue du bourg";;"59130";"LAMBERSART"
14439;"Aux Diplomates";"1 rue hippolyte peslin";;"59130";"LAMBERSART"
14440;"Le Royal";"276 rue de lille";;"59130";"LAMBERSART"
14441;"De Sloovere";"13 rue de tournai";;"59390";"LANNOY"
14442;"Le Liberty";"10 rue des patriotes";;"59115";"LEERS"
14443;"La Civette Royale";"133 rue faidherbe";;"59810";"LESQUIN"
14444;"Tabac";"37 rue gambetta";;"59260";"LEZENNES"
14445;"L'estaminet Des Monts";"52 bis rue nationale";;"59270";"METEREN"
14446;"La Boutique Du Fumeur";"4 place de bethune";;"59800";"LILLE"
14447;"Le George V";"104 b bd de la liberte";;"59800";"LILLE"
14448;"Le Mont De Terre";"245 rue du long pot";;"59800";"LILLE"
14449;"Tabac";"gare vestibule voie 4";;"59800";"LILLE"
14450;"Le Flint";"1 rue de douai";;"59000";"LILLE"
14451;"Le Rabelais";"4 rue rabelais";;"59800";"LILLE"
14452;"Sud Tabac";"7 rue du fbg des postes";;"59000";"LILLE"
14453;"Le Metro";"231 rue pierre legrand";;"59800";"LILLE"
14454;"Le Tom Tip";"7 rue anatole france";;"59800";"LILLE"
14455;"L'ariel";"194 rue d arras";;"59000";"LILLE"
14456;"Le Montebello";"134 bd montebello";;"59000";"LILLE"
14457;"Omega";"2 rue solferino";;"59800";"LILLE"
14458;"O'nours";"12 rue massena";;"59800";"LILLE"
14459;"Tabac Des Abattoirs";"14 rue de metz";;"59800";"LILLE"
14460;"People's Place";"19 rue du pont neuf";;"59800";"LILLE"
14461;"Le Flandre";"105 rue d isly";;"59000";"LILLE"
14462;"Le Saint Maurice";"158 rue du faubourg de roubaix";;"59800";"LILLE"
14463;"Les Comptes De Flandres";"51 rue de la monnaie";;"59000";"LILLE"
14464;"Le Fontenoy";"27 rue d artois";;"59000";"LILLE"
14465;"Le Pacha";"107 rue nationale";;"59800";"LILLE"
14466;"Tabac Brice";"331 rue leon gambetta";;"59000";"LILLE"
14467;"La Porte De Gand";"74 rue de gand";;"59800";"LILLE"
14468;"Le Player's";"107 rue des sarrazins";;"59000";"LILLE"
14469;"Le Marigny";"145 rue pierre legrand";;"59800";"LILLE"
14470;"A Faidherbe";"131 rue saint andre";;"59800";"LILLE"
14471;"Le Tout Quai";"106 rue de la barre";;"59800";"LILLE"
14472;"Tabac";"18 place des reignaux";;"59800";"LILLE"
14473;"Le Rallye";"41 rue leon gambetta";;"59000";"LILLE"
14474;"Le Flasch";"17 rue victor hugo";;"59370";"MONS-EN-BAROEUL"
14475;"Le Banlieu";"52 rue du fbg de bethu";;"59000";"LILLE"
14476;"Au Dieu De Marcq";"13 rue du buisson";;"59800";"LILLE"
14477;"Le Jeanne D'arc";"3 place jeanne d arc";;"59000";"LILLE"
14478;"Le Bayard";"153 rue nationale";;"59800";"LILLE"
14479;"Yes We Can";"94 rue d arras";;"59000";"LILLE"
14480;"Le Sebasto";"47 rue inckerman";;"59000";"LILLE"
14481;"Le Green";"43 rue royale";;"59800";"LILLE"
14482;"Le Diplomate";"84 rue de lannoy";;"59800";"LILLE"
14483;"Le Molinel";"41 rue du molinel";;"59800";"LILLE"
14484;"Le Recto";"26 rue l hopital militaire";;"59800";"LILLE"
14485;"Le Saint Sauveur";"19 bd jean baptiste lebas";;"59000";"LILLE"
14486;"Kada";"60 place general de gaulle";;"59800";"LILLE"
14487;"Le National";"302 rue nationale";;"59800";"LILLE"
14488;"Le Maryland";"34 place nouvelle aventure";;"59000";"LILLE"
14489;"Cafe Tabac Renard";"9 rue froissart";;"59000";"LILLE"
14490;"Le Galopin";"313 rue pierre legrand";;"59800";"LILLE"
14491;"Le Django";"20 rue de gand";;"59800";"LILLE"
14492;"Le Losange";"271 rue des postes";;"59000";"LILLE"
14493;"Le Solferino";"156 rue solferino";;"59800";"LILLE"
14494;"Le Vauban";"200 rue colbert";"Bp 60061 Cedex";"59003";"LILLE"
14495;"Le Floreal";"20 rue du molinel";;"59800";"LILLE"
14496;"Le Noailles";"94 rue de paris";;"59800";"LILLE"
14497;"La Civette Gambetta";"164 rue leon gambetta";;"59000";"LILLE"
14498;"Le Valmy";"7 place philippe lebon";;"59000";"LILLE"
14499;"Le Chiquito";"173 rue des bois blancs";;"59000";"LILLE"
14500;"Le Khedive";"7 place rihour";;"59800";"LILLE"
14501;"Le Turenne";"1 rue de turenne";;"59000";"LILLE"
14502;"Le Versailles";"43 bd louis xiv";;"59800";"LILLE"
14503;"Le Loto";"147 rue du molinel";;"59800";"LILLE"
14504;"Aux Quatres Chemins";"3 place de la solidarité";;"59000";"LILLE"
14505;"Le 4 Vingt";"80 rue esquermoise";;"59800";"LILLE"
14506;"Le Narval";"5 place de la republique";;"59126";"LINSELLES"
14507;"Cafe De La Vignette";"2 rue des wattines";;"59126";"LINSELLES"
14508;"Le Jean Bart";"267 avenue de dunkerque";;"59160";"LOMME"
14509;"La Mitterie";"662 avenue de dunkerque";;"59160";"LOMME"
14510;"Le Longchamp";"1 rue de l egalite";;"59160";"LOMME"
14511;"Au Week End Ii";"779 avenue de dunkerque";;"59160";"LOMME"
14512;"Le Django";"35 rue georges potie";;"59120";"LOOS"
14513;"Le Rallye";"185 rue du marechal foch";;"59120";"LOOS"
14514;"Le Calumet";"15 rue du marechal foch";;"59120";"LOOS"
14515;"Le Balto";"43 rue jean baptiste lebas";;"59390";"LYS-LEZ-LANNOY"
14516;"Le Flint ";"27 rue jules guesde";;"59390";"LYS-LEZ-LANNOY"
14517;"Le Nautic";"4 place du general de gaull";;"59700";"MARCQ-EN-BAROEUL"
14518;"Le Carre D'as";"43 rue jules guesde";;"59700";"MARCQ-EN-BAROEUL"
14519;"Le Chiquito";"142 rue d ypres";;"59520";"MARQUETTE-LEZ-LILLE"
14520;"Le Monocle";"1 rue pont de l abbaye";;"59520";"MARQUETTE-LEZ-LILLE"
14521;"Le Nemrod";"14 rue henri peters";;"59520";"MARQUETTE-LEZ-LILLE"
14522;"Le Tropical";"97 rue leon bocquet";;"59274";"MARQUILLIES"
14523;"Tabac";"136 rue de la mairie";;"59710";"MERIGNIES"
14524;"Au Rendez-vous";"5 rue de la gare";;"59283";"MONCHEAUX"
14525;"Le Cadran Noir";"17 rue du nord";;"59380";"ARMBOUTS-CAPPEL"
14526;"Le Lutetia";"119 rue voltaire";;"59370";"MONS-EN-BAROEUL"
14527;"Le Saint Claude";"120 rue general de gaulle";;"59370";"MONS-EN-BAROEUL"
14528;"Tabac";"33 rue du moulin";;"59246";"MONS-EN-PEVELE"
14529;"Le Score";"618 rue de tourcoing";;"59420";"MOUVAUX"
14530;"Le Rallye";"178 rue de lille";;"59420";"MOUVAUX"
14531;"Le Vauban";"114 rue vauban";;"59420";"MOUVAUX"
14532;"Tabac Du Centre";"31 rue de tourcoing";;"59960";"NEUVILLE-EN-FERRAIN"
14533;"Le Campanella";"3 rue d emmerin";;"59139";"NOYELLES-LES-SECLIN"
14534;"Le Rallye";"18 rue de la prevote";;"59840";"PERENCHIES"
14535;"Le Saint Maurice";"76 rue edouard agache";;"59840";"PERENCHIES"
14536;"Au Pourkoi Pas";"17 rue leon blum";;"59133";"PHALEMPIN"
14537;"Au Royal";"75 rue du general de gaulle";;"59133";"PHALEMPIN"
14538;"Le Maryland";"78 rue nationale";;"59710";"PONT-A-MARCQ"
14539;"Tabac";"10/12 rue de cassel";;"59285";"ARNEKE"
14540;"Cafe De La Mairie";"place jean baptiste lebas";;"59840";"PREMESQUES"
14541;"Le Totem";"3 rue nationale";;"59185";"PROVIN"
14542;"Cafe Des Voyageurs";"2 rue jules guesde";;"59185";"PROVIN"
14543;"Le Vincennes";"20 place general de gaulle";;"59890";"QUESNOY-SUR-DEULE"
14544;"Le Moderne";"2 rue de lille";;"59890";"QUESNOY-SUR-DEULE"
14545;"Tabac";"11 rue royale";;"59320";"RADINGHEM-EN-WEPPES"
14546;"Le Medieval's";"10 place de la republique";;"59790";"RONCHIN"
14547;"Le Fontenoy";"698 avenue jean jaures";;"59790";"RONCHIN"
14548;"Le Central";"415 rue de lille";;"59223";"RONCQ"
14549;"Le Montecristo";"143 rue de lille";;"59223";"RONCQ"
14550;"Le Sympa";"53 rue voltaire";;"59100";"ROUBAIX"
14551;"Le Royale";"117 avenue jean b lebas";;"59100";"ROUBAIX"
14552;"Tabac De L'epeule";"134 rue de l epeule";;"59100";"ROUBAIX"
14553;"Le St Jean";"22 rue jean goujon";;"59100";"ROUBAIX"
14554;"Tabac Des Arts";"108 rue des arts";;"59100";"ROUBAIX"
14555;"Le Renouveau";"377 rue de lannoy";;"59100";"ROUBAIX"
14556;"Les Olympiades";"53 gr";;"59100";"ROUBAIX"
14557;"Le Celtic";"11 rue pierre motte";;"59100";"ROUBAIX"
14558;"Tabac De La Vigne";"2 rue de la vigne";;"59100";"ROUBAIX"
14559;"La Patrie";"1 place de la patrie";;"59100";"ROUBAIX"
14560;"Le Flint";"118 bd de fourmies";;"59100";"ROUBAIX"
14561;"Carre D'as";"253 rue marechal leclerc";;"59262";"SAINGHIN-EN-MELANTOIS"
14562;"Le Balto";"55 rue jean jaures";;"59184";"SAINGHIN-EN-WEPPES"
14563;"Le Saint Andre";"80 rue marechal leclercq";;"59350";"SAINT-ANDRE-LEZ-LILLE"
14564;"Le Rally";"6 rue jean jaures";;"59480";"SALOME"
14565;"Le Brazza";"18 rue gabriel peri";;"59480";"SALOME"
14566;"Le Gallia";"17 avenue albert bernard";;"59211";"SANTES"
14567;"La Pichotte";"2 rue paul colette";;"59211";"SANTES"
14568;"L'albatros";"51 rue carnot";;"59113";"SECLIN"
14569;"Le Reinitas";"45 rue jean-baptiste mulier";"Hameau De Martinsart Tabac";"59113";"SECLIN"
14570;"Le Flash";"8 rue gabriel peri";;"59113";"SECLIN"
14571;"Le Flandre";"12 rue roger bouvry";;"59113";"SECLIN"
14572;"Le Savane";"1 rue carnot";"Débit Sequedin";"59320";"SEQUEDIN"
14573;"Le Weekend";"17 rue jean jaures";;"59175";"TEMPLEMARS"
14574;"L'essentiel";"5 rue demesmay";;"59242";"TEMPLEUVE"
14575;"La Cravache D'or";"3 rue joseph beghin";;"59239";"THUMERIES"
14576;"Le Saint Anne";"220 rue du brun pain";;"59200";"TOURCOING"
14577;"Le Neptune";"281 bd gambetta";;"59200";"TOURCOING"
14578;"Le Flint";"69 rue de mouvaux";;"59200";"TOURCOING"
14579;"Au Reve";"20 grand place";;"59200";"TOURCOING"
14580;"Le Tilleul";"123 rue du tilleul";;"59200";"TOURCOING"
14581;"La Malcense";"8 rue de la malcense";;"59200";"TOURCOING"
14582;"Le Marigny";"1 rue louis leloir";;"59200";"TOURCOING"
14583;"Le Faidherbe";"20 place de la victoire";;"59200";"TOURCOING"
14584;"Le Courbet";"99 rue de gand";;"59200";"TOURCOING"
14585;"Tabac";"122 rue de roubaix";;"59200";"TOURCOING"
14586;"Le Royal";"291 rue de la croix rouge";;"59200";"TOURCOING"
14587;"Le Pont De Neuville";"142 rue du pont de neuville";;"59200";"TOURCOING"
14588;"La Pissatiere";"impasse jean jaurès";;"59175";"VENDEVILLE"
14589;"Le Tom Tip";"19 rue de seclin";;"59175";"VENDEVILLE"
14590;"Au Cheval Blanc";"46 route de perenchies";;"59237";"VERLINGHEM"
14591;"Angkor Bar";"40 rue du general leclerc";;"59118";"WAMBRECHIES"
